Día,Hora,Total,Aplicativo,Marca,SEDE,Estado,Hora.1,Minuto,MA,Fecha
27,00/01/1900 11:24,"22,01",DIDI,ENTRE BROSTERS,ATE,ACEPTADO,11,24,10/2024,27/10/2024 11:24
27,00/01/1900 12:11,"91,9",PEYA,ENTRE BROSTERS,AVIACION,ACEPTADO,12,11,10/2024,27/10/2024 12:11
27,00/01/1900 13:07,"24,66",DIDI,CHIFA LATO,LINCE,ACEPTADO,13,7,10/2024,27/10/2024 13:07
27,00/01/1900 14:10,"63,9",PEYA,ENTRE BROSTERS,AVIACION,ACEPTADO,14,10,10/2024,27/10/2024 14:10
28,00/01/1900 20:17,"15,25",DIDI,PASTI PASTA,ATE,ACEPTADO,20,17,10/2024,28/10/2024 20:17
27,00/01/1900 17:06,"28,8",PEYA,ENTRE BROSTERS,AVIACION,ACEPTADO,17,6,10/2024,27/10/2024 17:06
27,00/01/1900 19:22,"22,01",DIDI,ENTRE BROSTERS,AVIACION,ACEPTADO,19,22,10/2024,27/10/2024 19:22
27,00/01/1900 20:02,"28,8",PEYA,ENTRE BROSTERS,AVIACION,ACEPTADO,20,2,10/2024,27/10/2024 20:02
27,00/01/1900 17:38,"11,07",DIDI,CHIFA LATO,LINCE,ACEPTADO,17,38,10/2024,27/10/2024 17:38
27,00/01/1900 20:28,"25,8",PEYA,ENTRE BROSTERS,AVIACION,ACEPTADO,20,28,10/2024,27/10/2024 20:28
27,00/01/1900 22:15,"5,4",DIDI,CARRITO SANGUCHERO,LINCE,ACEPTADO,22,15,10/2024,27/10/2024 22:15
27,00/01/1900 21:01,"14,9",PEYA,ENTRE BROSTERS,AVIACION,ACEPTADO,21,1,10/2024,27/10/2024 21:01
28,00/01/1900 19:25,"22,01",DIDI,ENTRE BROSTERS,LINCE,ACEPTADO,19,25,10/2024,28/10/2024 19:25
27,00/01/1900 22:18,"25,8",PEYA,ENTRE BROSTERS,AVIACION,ACEPTADO,22,18,10/2024,27/10/2024 22:18
27,00/01/1900 11:38,"4,58",DIDI,LA MECHE,MAGDALENA,ACEPTADO,11,38,10/2024,27/10/2024 11:38
28,00/01/1900 13:41,"63,9",PEYA,ENTRE BROSTERS,AVIACION,ACEPTADO,13,41,10/2024,28/10/2024 13:41
28,00/01/1900 10:12,"24,14",DIDI,SAM'S CHICKEN,ATE,ACEPTADO,10,12,10/2024,28/10/2024 10:12
28,00/01/1900 18:06,"22,9",PEYA,ENTRE BROSTERS,AVIACION,ACEPTADO,18,6,10/2024,28/10/2024 18:06
28,00/01/1900 12:54,"70,21",DIDI,PASTI PASTA,MIRAFLORES,ACEPTADO,12,54,10/2024,28/10/2024 12:54
28,00/01/1900 18:29,"34,8",PEYA,ENTRE BROSTERS,AVIACION,ACEPTADO,18,29,10/2024,28/10/2024 18:29
28,00/01/1900 12:54,"22,01",DIDI,ENTRE BROSTERS,AVIACION,ACEPTADO,12,54,10/2024,28/10/2024 12:54
28,00/01/1900 22:27,"15,9",PEYA,ENTRE BROSTERS,AVIACION,ACEPTADO,22,27,10/2024,28/10/2024 22:27
27,00/01/1900 17:16,"46,02",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,17,16,10/2024,27/10/2024 17:16
27,00/01/1900 10:40,"84,9",PEYA,ENTRE BROSTERS,MAGDALENA,ACEPTADO,10,40,10/2024,27/10/2024 10:40
27,00/01/1900 9:07,"18,67",DIDI,BRIOCHE,LINCE,ACEPTADO,9,7,10/2024,27/10/2024 9:07
27,00/01/1900 16:41,"84,9",PEYA,ENTRE BROSTERS,ATE,ACEPTADO,16,41,10/2024,27/10/2024 16:41
28,00/01/1900 22:46,"9,8",DIDI,MAMA ROSITA,MAGDALENA,ACEPTADO,22,46,10/2024,28/10/2024 22:46
27,00/01/1900 19:02,"22,9",PEYA,ENTRE BROSTERS,ATE,ACEPTADO,19,2,10/2024,27/10/2024 19:02
27,00/01/1900 14:25,"6,16",DIDI,LA MECHE,LOS OLIVOS,ACEPTADO,14,25,10/2024,27/10/2024 14:25
27,00/01/1900 19:15,"84,9",PEYA,ENTRE BROSTERS,ATE,ACEPTADO,19,15,10/2024,27/10/2024 19:15
27,00/01/1900 14:07,"28,52",DIDI,LA MECHE,AVIACION,ACEPTADO,14,7,10/2024,27/10/2024 14:07
27,00/01/1900 10:31,"30,8",PEYA,BRIOCHE,AVIACION,ACEPTADO,10,31,10/2024,27/10/2024 10:31
27,00/01/1900 20:16,"3,98",DIDI,CHIFA LATO,AVIACION,ACEPTADO,20,16,10/2024,27/10/2024 20:16
27,00/01/1900 10:49,"32,8",PEYA,BRIOCHE,AVIACION,ACEPTADO,10,49,10/2024,27/10/2024 10:49
27,00/01/1900 21:58,"22,01",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,21,58,10/2024,27/10/2024 21:58
27,00/01/1900 10:51,"64,7",PEYA,BRIOCHE,AVIACION,ACEPTADO,10,51,10/2024,27/10/2024 10:51
27,00/01/1900 12:24,"16,15",DIDI,LA MECHE,LINCE,ACEPTADO,12,24,10/2024,27/10/2024 12:24
27,00/01/1900 11:32,"19,8",PEYA,BRIOCHE,AVIACION,ACEPTADO,11,32,10/2024,27/10/2024 11:32
28,00/01/1900 21:57,"45,21",DIDI,ENTRE BROSTERS,LINCE,ACEPTADO,21,57,10/2024,28/10/2024 21:57
27,00/01/1900 15:05,"38,6",PEYA,BRIOCHE,AVIACION,ACEPTADO,15,5,10/2024,27/10/2024 15:05
27,00/01/1900 13:40,"14,04",DIDI,CHIFA LATO,LINCE,ACEPTADO,13,40,10/2024,27/10/2024 13:40
27,00/01/1900 15:35,"28,8",PEYA,BRIOCHE,AVIACION,ACEPTADO,15,35,10/2024,27/10/2024 15:35
28,00/01/1900 12:18,"12,33",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,12,18,10/2024,28/10/2024 12:18
27,00/01/1900 17:07,"19,9",PEYA,BRIOCHE,AVIACION,ACEPTADO,17,7,10/2024,27/10/2024 17:07
28,00/01/1900 18:03,"22,01",DIDI,ENTRE BROSTERS,ATE,ACEPTADO,18,3,10/2024,28/10/2024 18:03
27,00/01/1900 17:26,"64,6",PEYA,BRIOCHE,AVIACION,ACEPTADO,17,26,10/2024,27/10/2024 17:26
27,00/01/1900 15:17,"22,5",DIDI,MAMA ROSITA,LOS OLIVOS,ACEPTADO,15,17,10/2024,27/10/2024 15:17
27,00/01/1900 19:21,"41,8",PEYA,BRIOCHE,AVIACION,ACEPTADO,19,21,10/2024,27/10/2024 19:21
27,00/01/1900 12:34,"12,92",DIDI,LASAGNA FACTORY,ATE,ACEPTADO,12,34,10/2024,27/10/2024 12:34
27,00/01/1900 21:26,"22,9",PEYA,BRIOCHE,AVIACION,ACEPTADO,21,26,10/2024,27/10/2024 21:26
27,00/01/1900 11:35,0,DIDI,LA MECHE,MIRAFLORES,ANULADO,11,35,10/2024,27/10/2024 11:35
28,00/01/1900 9:34,"29,8",PEYA,BRIOCHE,AVIACION,ACEPTADO,9,34,10/2024,28/10/2024 9:34
28,00/01/1900 13:43,"22,05",DIDI,MAMA ROSITA,LOS OLIVOS,ACEPTADO,13,43,10/2024,28/10/2024 13:43
28,00/01/1900 9:47,"25,8",PEYA,BRIOCHE,AVIACION,ACEPTADO,9,47,10/2024,28/10/2024 9:47
28,00/01/1900 13:47,"22,01",DIDI,ENTRE BROSTERS,ATE,ACEPTADO,13,47,10/2024,28/10/2024 13:47
28,00/01/1900 10:15,"19,9",PEYA,BRIOCHE,AVIACION,ACEPTADO,10,15,10/2024,28/10/2024 10:15
27,00/01/1900 13:07,"17,28",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,13,7,10/2024,27/10/2024 13:07
28,00/01/1900 10:39,"19,8",PEYA,BRIOCHE,AVIACION,ACEPTADO,10,39,10/2024,28/10/2024 10:39
27,00/01/1900 12:06,"21,65",DIDI,PASTI PASTA,ATE,ACEPTADO,12,6,10/2024,27/10/2024 12:06
28,00/01/1900 17:08,"12,9",PEYA,BRIOCHE,AVIACION,ACEPTADO,17,8,10/2024,28/10/2024 17:08
28,00/01/1900 13:06,"12,33",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,13,6,10/2024,28/10/2024 13:06
28,00/01/1900 17:28,"37,7",PEYA,BRIOCHE,AVIACION,ACEPTADO,17,28,10/2024,28/10/2024 17:28
27,00/01/1900 21:10,"12,33",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,21,10,10/2024,27/10/2024 21:10
28,00/01/1900 18:23,"47,8",PEYA,BRIOCHE,AVIACION,ACEPTADO,18,23,10/2024,28/10/2024 18:23
27,00/01/1900 18:49,0,DIDI,ENTRE BROSTERS,MIRAFLORES,ANULADO,18,49,10/2024,27/10/2024 18:49
28,00/01/1900 18:51,"39,8",PEYA,BRIOCHE,AVIACION,ACEPTADO,18,51,10/2024,28/10/2024 18:51
27,00/01/1900 18:30,"22,01",DIDI,ENTRE BROSTERS,AVIACION,ACEPTADO,18,30,10/2024,27/10/2024 18:30
28,00/01/1900 18:57,"31,8",PEYA,BRIOCHE,AVIACION,ACEPTADO,18,57,10/2024,28/10/2024 18:57
27,00/01/1900 12:12,"29,96",DIDI,ENTRE BROSTERS,ATE,ACEPTADO,12,12,10/2024,27/10/2024 12:12
27,00/01/1900 10:26,"44,8",PEYA,BRIOCHE,AVIACION,ACEPTADO,10,26,10/2024,27/10/2024 10:26
28,00/01/1900 21:05,0,DIDI,ENTRE BROSTERS,AVIACION,ANULADO,21,5,10/2024,28/10/2024 21:05
27,00/01/1900 10:06,"29,8",PEYA,BRIOCHE,AVIACION,ACEPTADO,10,6,10/2024,27/10/2024 10:06
28,00/01/1900 18:56,"12,33",DIDI,CHIFA LATO,AVIACION,ACEPTADO,18,56,10/2024,28/10/2024 18:56
27,00/01/1900 10:03,"29,8",PEYA,BRIOCHE,AVIACION,ACEPTADO,10,3,10/2024,27/10/2024 10:03
28,00/01/1900 9:37,"12,33",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,9,37,10/2024,28/10/2024 9:37
27,00/01/1900 9:52,"33,8",PEYA,BRIOCHE,AVIACION,ACEPTADO,9,52,10/2024,27/10/2024 9:52
28,00/01/1900 15:09,"12,33",DIDI,CHIFA LATO,AVIACION,ACEPTADO,15,9,10/2024,28/10/2024 15:09
27,00/01/1900 19:24,"26,8",PEYA,ENTRE BROSTERS,ATE,ACEPTADO,19,24,10/2024,27/10/2024 19:24
27,00/01/1900 12:28,"12,33",DIDI,CHIFA LATO,AVIACION,ACEPTADO,12,28,10/2024,27/10/2024 12:28
27,00/01/1900 20:32,"84,9",PEYA,ENTRE BROSTERS,ATE,ACEPTADO,20,32,10/2024,27/10/2024 20:32
28,00/01/1900 13:00,"16,03",DIDI,MAMA ROSITA,MIRAFLORES,ACEPTADO,13,0,10/2024,28/10/2024 13:00
27,00/01/1900 22:56,"35,7",PEYA,ENTRE BROSTERS,ATE,ACEPTADO,22,56,10/2024,27/10/2024 22:56
27,00/01/1900 11:43,"27,77",DIDI,CHIFA LATO,ATE,ACEPTADO,11,43,10/2024,27/10/2024 11:43
28,00/01/1900 12:06,"19,9",PEYA,ENTRE BROSTERS,ATE,ACEPTADO,12,6,10/2024,28/10/2024 12:06
28,00/01/1900 14:36,"5,95",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,14,36,10/2024,28/10/2024 14:36
28,00/01/1900 12:19,"53,9",PEYA,ENTRE BROSTERS,ATE,ACEPTADO,12,19,10/2024,28/10/2024 12:19
28,00/01/1900 14:09,"22,01",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,14,9,10/2024,28/10/2024 14:09
28,00/01/1900 13:56,"16,9",PEYA,ENTRE BROSTERS,ATE,ACEPTADO,13,56,10/2024,28/10/2024 13:56
27,00/01/1900 12:04,"25,78",DIDI,CHIFA LATO,MAGDALENA,ACEPTADO,12,4,10/2024,27/10/2024 12:04
28,00/01/1900 13:56,"17,9",PEYA,ENTRE BROSTERS,ATE,ACEPTADO,13,56,10/2024,28/10/2024 13:56
27,00/01/1900 13:32,"7,47",DIDI,CHIFA LATO,LINCE,ACEPTADO,13,32,10/2024,27/10/2024 13:32
28,00/01/1900 17:05,"29,8",PEYA,ENTRE BROSTERS,ATE,ACEPTADO,17,5,10/2024,28/10/2024 17:05
27,00/01/1900 19:22,"12,33",DIDI,CHIFA LATO,LINCE,ACEPTADO,19,22,10/2024,27/10/2024 19:22
28,00/01/1900 19:49,"19,9",PEYA,ENTRE BROSTERS,ATE,ACEPTADO,19,49,10/2024,28/10/2024 19:49
28,00/01/1900 11:30,"13,45",DIDI,LA MECHE,LOS OLIVOS,ACEPTADO,11,30,10/2024,28/10/2024 11:30
28,00/01/1900 21:14,"46,7",PEYA,BRIOCHE,AVIACION,ACEPTADO,21,14,10/2024,28/10/2024 21:14
27,00/01/1900 12:40,"17,28",DIDI,CHIFA LATO,ATE,ACEPTADO,12,40,10/2024,27/10/2024 12:40
28,00/01/1900 20:15,"17,9",PEYA,ENTRE BROSTERS,ATE,ACEPTADO,20,15,10/2024,28/10/2024 20:15
28,00/01/1900 12:48,"4,16",DIDI,ENTRE BROSTERS,MIRAFLORES,ACEPTADO,12,48,10/2024,28/10/2024 12:48
27,00/01/1900 8:12,"84,4",PEYA,BRIOCHE,AVIACION,ACEPTADO,8,12,10/2024,27/10/2024 8:12
28,00/01/1900 22:20,"3,98",DIDI,LA MECHE,LINCE,ACEPTADO,22,20,10/2024,28/10/2024 22:20
27,00/01/1900 8:25,"37,7",PEYA,BRIOCHE,AVIACION,ANULADO,8,25,10/2024,27/10/2024 8:25
27,00/01/1900 21:29,"12,33",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,21,29,10/2024,27/10/2024 21:29
27,00/01/1900 8:56,"81,5",PEYA,BRIOCHE,AVIACION,ACEPTADO,8,56,10/2024,27/10/2024 8:56
27,00/01/1900 21:57,"16,71",DIDI,MAMA ROSITA,MIRAFLORES,ACEPTADO,21,57,10/2024,27/10/2024 21:57
27,00/01/1900 8:57,"81,6",PEYA,BRIOCHE,AVIACION,ACEPTADO,8,57,10/2024,27/10/2024 8:57
28,00/01/1900 15:19,"6,16",DIDI,LA MECHE,MAGDALENA,ACEPTADO,15,19,10/2024,28/10/2024 15:19
27,00/01/1900 9:07,"64,7",PEYA,BRIOCHE,AVIACION,ACEPTADO,9,7,10/2024,27/10/2024 9:07
28,00/01/1900 18:15,"64,74",DIDI,PITROIT PIZZA,MIRAFLORES,ACEPTADO,18,15,10/2024,28/10/2024 18:15
27,00/01/1900 9:09,"84,6",PEYA,BRIOCHE,AVIACION,ACEPTADO,9,9,10/2024,27/10/2024 9:09
27,00/01/1900 20:50,"22,01",DIDI,ENTRE BROSTERS,ATE,ACEPTADO,20,50,10/2024,27/10/2024 20:50
27,00/01/1900 9:15,"78,6",PEYA,BRIOCHE,AVIACION,ACEPTADO,9,15,10/2024,27/10/2024 9:15
27,00/01/1900 10:31,"22,01",DIDI,ENTRE BROSTERS,MIRAFLORES,ACEPTADO,10,31,10/2024,27/10/2024 10:31
27,00/01/1900 9:28,"39,8",PEYA,BRIOCHE,AVIACION,ACEPTADO,9,28,10/2024,27/10/2024 9:28
28,00/01/1900 22:32,"37,79",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,22,32,10/2024,28/10/2024 22:32
27,00/01/1900 9:35,"33,8",PEYA,BRIOCHE,AVIACION,ACEPTADO,9,35,10/2024,27/10/2024 9:35
28,00/01/1900 19:57,"26,73",DIDI,CARRITO SANGUCHERO,LINCE,ACEPTADO,19,57,10/2024,28/10/2024 19:57
28,00/01/1900 20:40,"18,9",PEYA,ENTRE BROSTERS,ATE,ACEPTADO,20,40,10/2024,28/10/2024 20:40
28,00/01/1900 18:20,12,DIDI,MAMA ROSITA,LOS OLIVOS,ACEPTADO,18,20,10/2024,28/10/2024 18:20
28,00/01/1900 22:45,36,PEYA,CARRITO SANGUCHERO,AVIACION,ACEPTADO,22,45,10/2024,28/10/2024 22:45
28,00/01/1900 9:50,"7,47",DIDI,ENTRE BROSTERS,MAGDALENA,ACEPTADO,9,50,10/2024,28/10/2024 9:50
28,00/01/1900 14:02,"22,01",DIDI,ENTRE BROSTERS,MIRAFLORES,ACEPTADO,14,2,10/2024,28/10/2024 14:02
27,00/01/1900 8:30,"9,96",DIDI,LA MECHE,MAGDALENA,ACEPTADO,8,30,10/2024,27/10/2024 8:30
28,00/01/1900 19:05,"5,4",DIDI,CARRITO SANGUCHERO,LINCE,ACEPTADO,19,5,10/2024,28/10/2024 19:05
27,00/01/1900 17:59,"26,64",DIDI,CHIFA LIFA,MAGDALENA,ACEPTADO,17,59,10/2024,27/10/2024 17:59
28,00/01/1900 20:11,"14,91",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,20,11,10/2024,28/10/2024 20:11
28,00/01/1900 18:11,"17,28",DIDI,CHIFA LATO,AVIACION,ACEPTADO,18,11,10/2024,28/10/2024 18:11
27,00/01/1900 20:43,0,DIDI,CHIFA LATO,LOS OLIVOS,ANULADO,20,43,10/2024,27/10/2024 20:43
28,00/01/1900 20:13,"17,28",DIDI,CHIFA LATO,ATE,ACEPTADO,20,13,10/2024,28/10/2024 20:13
27,00/01/1900 16:01,"22,01",DIDI,ENTRE BROSTERS,LINCE,ACEPTADO,16,1,10/2024,27/10/2024 16:01
27,00/01/1900 15:39,"12,33",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,15,39,10/2024,27/10/2024 15:39
27,00/01/1900 14:19,"17,28",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,14,19,10/2024,27/10/2024 14:19
28,00/01/1900 9:34,0,DIDI,LA MATINA,MAGDALENA,ANULADO,9,34,10/2024,28/10/2024 9:34
28,00/01/1900 15:35,"22,01",DIDI,ENTRE BROSTERS,MIRAFLORES,ACEPTADO,15,35,10/2024,28/10/2024 15:35
28,00/01/1900 14:22,"22,01",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,14,22,10/2024,28/10/2024 14:22
28,00/01/1900 16:14,"15,25",DIDI,PASTI PASTA,AVIACION,ACEPTADO,16,14,10/2024,28/10/2024 16:14
27,00/01/1900 14:52,"12,33",DIDI,CHIFA LATO,AVIACION,ACEPTADO,14,52,10/2024,27/10/2024 14:52
27,00/01/1900 11:10,"23,05",DIDI,MAMA ROSITA,AVIACION,ACEPTADO,11,10,10/2024,27/10/2024 11:10
27,00/01/1900 22:50,"16,03",DIDI,MAMA ROSITA,MIRAFLORES,ACEPTADO,22,50,10/2024,27/10/2024 22:50
27,00/01/1900 21:15,"12,33",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,21,15,10/2024,27/10/2024 21:15
27,00/01/1900 17:53,"25,46",DIDI,ENTRE BROSTERS,LINCE,ACEPTADO,17,53,10/2024,27/10/2024 17:53
27,00/01/1900 12:22,"14,18",DIDI,MAMA ROSITA,MAGDALENA,ACEPTADO,12,22,10/2024,27/10/2024 12:22
28,00/01/1900 17:03,"12,33",DIDI,CHIFA LATO,LINCE,ACEPTADO,17,3,10/2024,28/10/2024 17:03
28,00/01/1900 19:30,0,DIDI,ENTRE BROSTERS,AVIACION,ANULADO,19,30,10/2024,28/10/2024 19:30
27,00/01/1900 17:00,"22,01",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,17,0,10/2024,27/10/2024 17:00
27,00/01/1900 8:12,"16,29",DIDI,POKE & FRIEND,AVIACION,ACEPTADO,8,12,10/2024,27/10/2024 8:12
27,00/01/1900 20:27,"35,2",DIDI,CHIFA LATO,LINCE,ACEPTADO,20,27,10/2024,27/10/2024 20:27
27,00/01/1900 17:04,"18,7",DIDI,PASTI PASTA,LOS OLIVOS,ACEPTADO,17,4,10/2024,27/10/2024 17:04
27,00/01/1900 14:10,"22,01",DIDI,ENTRE BROSTERS,AVIACION,ACEPTADO,14,10,10/2024,27/10/2024 14:10
27,00/01/1900 14:26,"32,63",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,14,26,10/2024,27/10/2024 14:26
27,00/01/1900 13:17,"16,15",DIDI,LA MECHE,LOS OLIVOS,ACEPTADO,13,17,10/2024,27/10/2024 13:17
28,00/01/1900 12:44,"12,33",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,12,44,10/2024,28/10/2024 12:44
27,00/01/1900 12:24,"12,33",DIDI,CHIFA LATO,LINCE,ACEPTADO,12,24,10/2024,27/10/2024 12:24
27,00/01/1900 19:43,"17,28",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,19,43,10/2024,27/10/2024 19:43
28,00/01/1900 19:29,"12,33",DIDI,CHIFA LATO,AVIACION,ACEPTADO,19,29,10/2024,28/10/2024 19:29
27,00/01/1900 12:36,"17,28",DIDI,CHIFA LATO,LINCE,ACEPTADO,12,36,10/2024,27/10/2024 12:36
28,00/01/1900 15:16,"13,45",DIDI,LA MECHE,LOS OLIVOS,ACEPTADO,15,16,10/2024,28/10/2024 15:16
27,00/01/1900 11:34,"18,29",DIDI,CHIFA LATO,AVIACION,ACEPTADO,11,34,10/2024,27/10/2024 11:34
28,00/01/1900 21:09,"15,25",DIDI,PASTI PASTA,AVIACION,ACEPTADO,21,9,10/2024,28/10/2024 21:09
28,00/01/1900 12:10,"12,33",DIDI,CHIFA LATO,LINCE,ACEPTADO,12,10,10/2024,28/10/2024 12:10
27,00/01/1900 10:27,0,DIDI,RICKY RINCON,AVIACION,ANULADO,10,27,10/2024,27/10/2024 10:27
27,00/01/1900 15:30,"11,25",DIDI,MAMA ROSITA,MAGDALENA,ACEPTADO,15,30,10/2024,27/10/2024 15:30
27,00/01/1900 19:23,"22,01",DIDI,ENTRE BROSTERS,ATE,ACEPTADO,19,23,10/2024,27/10/2024 19:23
28,00/01/1900 12:50,"12,33",DIDI,CHIFA LATO,LINCE,ACEPTADO,12,50,10/2024,28/10/2024 12:50
28,00/01/1900 22:23,"12,37",DIDI,LA MECHE,AVIACION,ACEPTADO,22,23,10/2024,28/10/2024 22:23
28,00/01/1900 13:15,"15,25",DIDI,PASTI PASTA,AVIACION,ACEPTADO,13,15,10/2024,28/10/2024 13:15
27,00/01/1900 14:14,"12,33",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,14,14,10/2024,27/10/2024 14:14
28,00/01/1900 19:30,"22,01",DIDI,ENTRE BROSTERS,AVIACION,ACEPTADO,19,30,10/2024,28/10/2024 19:30
28,00/01/1900 12:58,"5,97",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,12,58,10/2024,28/10/2024 12:58
27,00/01/1900 20:10,"17,28",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,20,10,10/2024,27/10/2024 20:10
27,00/01/1900 19:03,"22,01",DIDI,ENTRE BROSTERS,ATE,ACEPTADO,19,3,10/2024,27/10/2024 19:03
27,00/01/1900 22:36,"24,66",DIDI,CHIFA LATO,LINCE,ACEPTADO,22,36,10/2024,27/10/2024 22:36
28,00/01/1900 22:05,"22,01",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,22,5,10/2024,28/10/2024 22:05
28,00/01/1900 13:48,"5,97",DIDI,RICKY RINCON,MIRAFLORES,ACEPTADO,13,48,10/2024,28/10/2024 13:48
27,00/01/1900 22:24,"46,02",DIDI,ENTRE BROSTERS,LINCE,ACEPTADO,22,24,10/2024,27/10/2024 22:24
27,00/01/1900 19:18,"7,47",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,19,18,10/2024,27/10/2024 19:18
27,00/01/1900 14:35,"24,66",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,14,35,10/2024,27/10/2024 14:35
28,00/01/1900 12:56,"13,45",DIDI,LA MECHE,ATE,ACEPTADO,12,56,10/2024,28/10/2024 12:56
28,00/01/1900 21:57,"12,33",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,21,57,10/2024,28/10/2024 21:57
27,00/01/1900 12:28,"24,66",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,12,28,10/2024,27/10/2024 12:28
27,00/01/1900 19:16,"30,5",DIDI,PASTI PASTA,LOS OLIVOS,ACEPTADO,19,16,10/2024,27/10/2024 19:16
28,00/01/1900 21:39,"12,33",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,21,39,10/2024,28/10/2024 21:39
27,00/01/1900 16:11,"20,61",DIDI,ENTRE BROSTERS,LINCE,ACEPTADO,16,11,10/2024,27/10/2024 16:11
27,00/01/1900 22:29,0,DIDI,CHIFA LATO,LINCE,ANULADO,22,29,10/2024,27/10/2024 22:29
27,00/01/1900 12:27,"1,94",DIDI,BRIOCHE,ATE,ACEPTADO,12,27,10/2024,27/10/2024 12:27
27,00/01/1900 17:22,"30,5",DIDI,PASTI PASTA,MAGDALENA,ACEPTADO,17,22,10/2024,27/10/2024 17:22
27,00/01/1900 15:16,"12,33",DIDI,CHIFA LATO,MIRAFLORES,ACEPTADO,15,16,10/2024,27/10/2024 15:16
28,00/01/1900 13:09,"17,28",DIDI,CHIFA LATO,AVIACION,ACEPTADO,13,9,10/2024,28/10/2024 13:09
27,00/01/1900 12:58,"12,37",DIDI,LA MECHE,LINCE,ACEPTADO,12,58,10/2024,27/10/2024 12:58
28,00/01/1900 19:08,0,DIDI,CHIFA LATO,LINCE,ANULADO,19,8,10/2024,28/10/2024 19:08
28,00/01/1900 12:07,"10,8",DIDI,MAMA ROSITA,MIRAFLORES,ACEPTADO,12,7,10/2024,28/10/2024 12:07
28,00/01/1900 12:43,"12,33",DIDI,CHIFA LATO,LINCE,ACEPTADO,12,43,10/2024,28/10/2024 12:43
28,00/01/1900 11:56,"9,16",DIDI,ENTRE BROSTERS,LOS OLIVOS,ACEPTADO,11,56,10/2024,28/10/2024 11:56
28,00/01/1900 12:41,"15,25",DIDI,PASTI PASTA,MAGDALENA,ACEPTADO,12,41,10/2024,28/10/2024 12:41
28,00/01/1900 20:39,"12,33",DIDI,CHIFA LATO,AVIACION,ACEPTADO,20,39,10/2024,28/10/2024 20:39
27,00/01/1900 14:20,0,DIDI,PASTI PASTA,LOS OLIVOS,ANULADO,14,20,10/2024,27/10/2024 14:20
28,00/01/1900 10:36,"30,5",DIDI,PASTI PASTA,MAGDALENA,ACEPTADO,10,36,10/2024,28/10/2024 10:36
28,00/01/1900 12:23,"17,28",DIDI,CHIFA LATO,LINCE,ACEPTADO,12,23,10/2024,28/10/2024 12:23
27,00/01/1900 12:51,"15,25",DIDI,PASTI PASTA,LOS OLIVOS,ACEPTADO,12,51,10/2024,27/10/2024 12:51
27,00/01/1900 8:34,"1,88",DIDI,WILL & BILL,ATE,ACEPTADO,8,34,10/2024,27/10/2024 8:34
27,00/01/1900 16:33,"11,25",DIDI,MAMA ROSITA,LOS OLIVOS,ACEPTADO,16,33,10/2024,27/10/2024 16:33
27,00/01/1900 12:15,"9,87",DIDI,POKE & FRIEND,AVIACION,ACEPTADO,12,15,10/2024,27/10/2024 12:15
27,00/01/1900 18:59,"18,29",DIDI,CHIFA LATO,LOS OLIVOS,ACEPTADO,18,59,10/2024,27/10/2024 18:59
28,00/01/1900 21:53,"20,51",DIDI,ENTRE BROSTERS,MIRAFLORES,ACEPTADO,21,53,10/2024,28/10/2024 21:53
27,00/01/1900 11:27,"13,77",DIDI,PASTI PASTA,MAGDALENA,ACEPTADO,11,27,10/2024,27/10/2024 11:27
28,00/01/1900 16:45,"15,25",DIDI,PASTI PASTA,AVIACION,ACEPTADO,16,45,10/2024,28/10/2024 16:45
27,00/01/1900 12:36,"12,33",DIDI,CHIFA LATO,LINCE,ACEPTADO,12,36,10/2024,27/10/2024 12:36
